Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
33355187,5/14/2016 18:47,5/18/2016 14:10,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11223,,,,,,,,BROOKLYN,,N/A,Closed,5/28/2016 18:47,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,5/18/2016 14:10,15 BROOKLYN,BROOKLYN,,,Mcdonald Playground - Brooklyn,BROOKLYN,Mcdonald Playground - Brooklyn,B244,,,7189658900,McDonald Avenue between Avenues S and T,BROOKLYN,NY,11223,N,,,,,,,,,,,,,,
34332959,9/16/2016 13:41,9/16/2016 15:15,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10462,,,,,,,,BRONX,,N/A,Closed,9/30/2016 13:41,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",9/16/2016 15:15,09 BRONX,BRONX,,,Virginia Playground,BRONX,Virginia Playground,X148L,,,7184301800,Virginia Avenue and White Plains Road,BRONX,NY,10462,,,,,,,,,,,,,,,
34347942,9/17/2016 16:22,9/17/2016 18:19,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10002,,,,,,,,NEW YORK,,N/A,Closed,10/1/2016 16:22,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",9/17/2016 18:19,Unspecified MANHATTAN,MANHATTAN,,,Coleman Playground,MANHATTAN,Coleman Playground,M019,,,2124080100,Between Cherry and Monroe Streets,NEW YORK,NY,10002,N,,,,,,,,,,,,,,
34367327,9/20/2016 14:09,9/20/2016 14:09,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,10/4/2016 14:09,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,9/20/2016 14:09,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Indian Road Playground,MANHATTAN,Inwood Hill Park - Indian Road Playground,M042-03,,,2124080100,West 214th Street and Seaman Avenue,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
33336842,5/12/2016 19:23,5/13/2016 11:00,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11217,,,,,,,,BROOKLYN,,N/A,Closed,5/26/2016 19:23,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,5/13/2016 11:00,06 BROOKLYN,BROOKLYN,,,Thomas Greene Playground,BROOKLYN,Thomas Greene Playground,B145,,,7189658900,3rd Avenue and Douglas Street,BROOKLYN,NY,11217,N,,,,,,,,,,,,,,
33339833,5/12/2016 12:57,5/12/2016 14:07,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11375,,,,,,,,FOREST HILLS,,N/A,Closed,5/26/2016 12:57,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,5/12/2016 14:07,Unspecified QUEENS,QUEENS,,,Flushing Meadows Corona Park,QUEENS,Flushing Meadows Corona Park,Q099,,,7183536342,"Grand Central Parkway, Van Wyck Expressway",FOREST HILLS,NY,11375,,,,,,,,,,,,,,,
33351855,5/14/2016 17:25,5/14/2016 19:56,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10004,,,,,,,,NEW YORK,,N/A,Closed,5/28/2016 17:25,The reported condition was inspected and a summons has been issued.,5/14/2016 19:56,01 MANHATTAN,MANHATTAN,,,Battery Park,MANHATTAN,Battery Park,M005,,,2124080100,"Battery Place, State and Whitehall Streets",NEW YORK,NY,10004,,,,,,,,,,,,,,,
33389818,5/19/2016 10:49,5/19/2016 11:44,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10461,,,,,,,,BRONX,,N/A,Closed,6/2/2016 10:49,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,5/19/2016 11:44,Unspecified BRONX,BRONX,,,Pelham Bay Park,BRONX,Pelham Bay Park,X039,,,7184301890,"Bruckner Boulevard, Eastchester, Hutchinson",BRONX,NY,10461,,,,,,,,,,,,,,,
33404735,5/21/2016 13:10,5/21/2016 13:35,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11209,,,,,,,,BROOKLYN,,N/A,Closed,6/4/2016 13:10,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",5/21/2016 13:35,10 BROOKLYN,BROOKLYN,,,Dyker Beach Park,BROOKLYN,Dyker Beach Park,B028,,,7189658900,"Shore Parkway, 86th Street, 7th to 14th Avenues",BROOKLYN,NY,11209,,,,,,,,,,,,,,,
33404757,5/21/2016 13:07,5/21/2016 14:34,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11209,,,,,,,,BROOKLYN,,N/A,Closed,6/4/2016 13:07,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",5/21/2016 14:34,10 BROOKLYN,BROOKLYN,,,Fort Hamilton Athletic Field,BROOKLYN,Fort Hamilton Athletic Field,B192A,,,7189658900,"83rd to 85th Streets, West of Pederson Playground",BROOKLYN,NY,11209,,,,,,,,,,,,,,,
33414612,5/22/2016 12:22,5/22/2016 13:15,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,6/5/2016 12:22,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,5/22/2016 13:15,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park,MANHATTAN,Inwood Hill Park,M042,,,2124080100,"Dyckman Street, Hudson River, Harlem River Ship Canal",NEW YORK,NY,10034,,,,,,,,,,,,,,,
33467562,5/29/2016 11:28,5/29/2016 12:11,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11365,,,,,,,,FRESH MEADOWS,,N/A,Closed,6/12/2016 11:28,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,5/29/2016 12:11,07 QUEENS,QUEENS,,,Kissena Park,QUEENS,Kissena Park,Q024,,,7185205900,Oak Avenue to Hempstead Turnpike,FRESH MEADOWS,NY,11365,,,,,,,,,,,,,,,
33427941,5/24/2016 10:26,5/24/2016 11:21,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10459,,,,,,,,BRONX,,N/A,Closed,6/7/2016 10:26,The reported condition was inspected and a summons has been issued.,5/24/2016 11:21,02 BRONX,BRONX,,,Tiffany Playground,BRONX,Tiffany Playground,X190,,,7184301800,"Between Fox, Tiffany and East 167th Streets",BRONX,NY,10459,,,,,,,,,,,,,,,
33438410,5/25/2016 11:17,5/25/2016 12:07,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10462,,,,,,,,BRONX,,N/A,Closed,6/8/2016 11:17,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",5/25/2016 12:07,Unspecified BRONX,BRONX,,,Van Cortlandt Park,BRONX,Van Cortlandt Park,X092,,,7184301890,"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",BRONX,NY,10462,,,,,,,,,,,,,,,
33482244,5/31/2016 19:56,6/18/2016 13:19,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11220,,,,,,,,BROOKLYN,,N/A,Closed,6/14/2016 19:56,The condition was determined to be an emergency issue and NYPD was notified.,6/18/2016 13:19,07 BROOKLYN,BROOKLYN,,,John Allen Payne Park,BROOKLYN,John Allen Payne Park,B210A,,,7189658900,"64th to 65th Streets, 3rd Avenue",BROOKLYN,NY,11220,N,,,,,,,,,,,,,,
33529951,6/6/2016 14:36,6/6/2016 18:04,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10465,,,,,,,,BRONX,,N/A,Closed,6/20/2016 14:36,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/6/2016 18:04,10 BRONX,BRONX,,,Ferry Point Park,BRONX,Ferry Point Park,X126,,,7184301800,"Westchester Court, Schley and Emerson Avenues, East River",BRONX,NY,10465,N,,,,,,,,,,,,,,
34199054,8/29/2016 10:51,8/29/2016 10:57,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10021,,,,,,,,NEW YORK,,N/A,Closed,9/12/2016 10:51,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,8/29/2016 10:57,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,Central Park,M010,,,2124080100,"5th Avenue to Central Park West, 59th to 110th Streets",NEW YORK,NY,10021,,,,,,,,,,,,,,,
33564073,6/10/2016 18:42,6/10/2016 21:26,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,11214,,,,,,,,BROOKLYN,,N/A,Closed,6/24/2016 18:42,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/10/2016 21:26,11 BROOKLYN,BROOKLYN,,,Bath Playground,BROOKLYN,Bath Playground,B349,,,7189658900,Bath and 24th Avenues,BROOKLYN,NY,11214,N,,,,,,,,,,,,,,
33576116,6/11/2016 17:49,6/11/2016 23:10,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11220,,,,,,,,BROOKLYN,,N/A,Closed,6/25/2016 17:49,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/11/2016 23:10,Unspecified BROOKLYN,BROOKLYN,,,Owl's Head Park,BROOKLYN,Owl's Head Park,B066,,,NA 0/0,Colonial Road and 68 Street,BROOKLYN,NY,11220,,,,,,,,,,,,,,,
33584133,6/14/2016 9:33,6/14/2016 10:04,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10474,,,,,,,,BRONX,,N/A,Closed,6/28/2016 9:33,The reported condition was inspected and a summons has been issued.,6/14/2016 10:04,02 BRONX,BRONX,,,Hunts Point Playground,BRONX,Hunts Point Playground,X113,,,7184301800,Faile Street and Hunts Point Avenue,BRONX,NY,10474,,,,,,,,,,,,,,,
33625472,6/17/2016 17:25,6/17/2016 17:53,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10003,,,,,,,,NEW YORK,,N/A,Closed,7/1/2016 17:25,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/17/2016 17:53,05 MANHATTAN,MANHATTAN,,,Union Square Park,MANHATTAN,Union Square Park,M089,,,2124080100,"Broadway to 4th Avenue, East 14th to 17th Streets",NEW YORK,NY,10003,,,,,,,,,,,,,,,
33626185,6/18/2016 16:28,6/18/2016 22:21,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10021,,,,,,,,NEW YORK,,N/A,Closed,7/2/2016 16:28,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/18/2016 22:21,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,Central Park,M010,,,2124080100,"5th Avenue to Central Park West, 59th to 110th Streets",NEW YORK,NY,10021,,,,,,,,,,,,,,,
33818837,7/12/2016 12:08,7/12/2016 12:53,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10021,,,,,,,,NEW YORK,,N/A,Closed,7/26/2016 12:08,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,7/12/2016 12:53,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,Central Park,M010,,,2124080100,"5th Avenue to Central Park West, 59th to 110th Streets",NEW YORK,NY,10021,,,,,,,,,,,,,,,
33808399,7/10/2016 10:19,7/10/2016 10:56,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,11207,,,,,,,,BROOKLYN,,N/A,Closed,7/24/2016 10:19,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,7/10/2016 10:56,05 BROOKLYN,BROOKLYN,,,Highland Park,BROOKLYN,Highland Park,B047,,,NA 0/0,Highland Boulevard and Bulwer Place,BROOKLYN,NY,11207,,,,,,,,,,,,,,,
33865028,7/17/2016 19:21,7/23/2016 16:10,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Pool,11222,,,,,,,,BROOKLYN,,N/A,Closed,7/31/2016 19:21,The reported condition was inspected and an arrest was made.,7/23/2016 16:10,01 BROOKLYN,BROOKLYN,,,Pool - McCarren Park,BROOKLYN,Pool - McCarren Park,,,,7189658900,"between Lorimer, Leonard, Bayard and Berry Streets.",BROOKLYN,NY,11222,,,,,,,,,,,,,,,
33855755,7/16/2016 16:05,7/16/2016 16:51,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,10039,,,,,,,,NEW YORK,,N/A,Closed,7/30/2016 16:05,The reported condition was inspected and a summons has been issued.,7/16/2016 16:51,12 MANHATTAN,MANHATTAN,,,Highbridge Park - Adventure Playground,MANHATTAN,Highbridge Park - Adventure Playground,M037-10,,,2124080100,West 164th Street and Edgecombe Avenue,NEW YORK,NY,10039,,,,,,,,,,,,,,,
33906252,7/22/2016 15:17,7/22/2016 15:35,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10002,,,,,,,,NEW YORK,,N/A,Closed,8/5/2016 15:17,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,7/22/2016 15:35,03 MANHATTAN,MANHATTAN,,,Sara D Roosevelt Park,MANHATTAN,Sara D Roosevelt Park,M105,,,2122190258,East Houston Street to Canal Street,NEW YORK,NY,10002,,,,,,,,,,,,,,,
33910647,7/23/2016 9:21,7/23/2016 10:38,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11379,,,,,,,,MIDDLE VILLAGE,,N/A,Closed,8/6/2016 9:21,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",7/23/2016 10:38,05 QUEENS,QUEENS,,,Juniper Valley Park,QUEENS,Juniper Valley Park,Q102,,,7185205900,"Connecting Drive, Dry Harbor Road, 62nd and 63rd Avenues",MIDDLE VILLAGE,NY,11379,,,,,,,,,,,,,,,
33915596,7/23/2016 13:49,7/23/2016 14:01,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10463,,,,,,,,BRONX,,N/A,Closed,8/6/2016 13:49,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,7/23/2016 14:01,Unspecified BRONX,BRONX,,,River Park,BRONX,River Park,X002-07,,,NA 0/0,East 180 Street and Boston Road,BRONX,NY,10463,,,,,,,,,,,,,,,
34205317,8/30/2016 15:17,8/30/2016 15:37,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11385,,,,,,,,RIDGEWOOD,,N/A,Closed,9/13/2016 15:17,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,8/30/2016 15:37,Unspecified QUEENS,QUEENS,,,Forest Park,QUEENS,Forest Park,Q015,,,7182354100,"Myrtle Avenue, Union Turnpike, Park Lane South",RIDGEWOOD,NY,11385,,,,,,,,,,,,,,,
34204336,8/30/2016 12:57,8/30/2016 14:25,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10021,,,,,,,,NEW YORK,,N/A,Closed,9/13/2016 12:57,The reported condition was inspected and a summons has been issued.,8/30/2016 14:25,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,Central Park,M010,,,2124080100,"5th Avenue to Central Park West, 59th to 110th Streets",NEW YORK,NY,10021,,,,,,,,,,,,,,,
34010302,8/4/2016 8:34,8/4/2016 8:39,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10470,,,,,MCLEAN AVENUE,MARTHA AVENUE,INTERSECTION,BRONX,,N/A,Closed,8/18/2016 8:34,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,8/4/2016 8:39,12 BRONX,BRONX,"1,021,441","267,654",Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.90124358,-73.86546628,"(40.90124357512368, -73.86546628014459)"
34028521,8/6/2016 18:27,8/6/2016 23:23,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11207,,,,,,,,BROOKLYN,,N/A,Closed,8/20/2016 18:27,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",8/6/2016 23:23,05 BROOKLYN,BROOKLYN,,,Highland Park,BROOKLYN,Highland Park,B047,,,NA 0/0,Highland Boulevard and Bulwer Place,BROOKLYN,NY,11207,,,,,,,,,,,,,,,
34031421,8/6/2016 7:14,9/3/2016 13:45,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10465,,,,,,,,BRONX,,N/A,Closed,8/20/2016 7:14,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,9/3/2016 13:45,10 BRONX,BRONX,,,Ferry Point Park,BRONX,Ferry Point Park,X126,,,7184301800,"Westchester Court, Schley and Emerson Avenues, East River",BRONX,NY,10465,N,,,,,,,,,,,,,,
34031470,8/6/2016 16:46,8/6/2016 19:29,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10461,,,,,,,,BRONX,,N/A,Closed,8/20/2016 16:46,The reported condition was inspected and a summons has been issued.,8/6/2016 19:29,10 BRONX,BRONX,,,Colucci Playground,BRONX,Colucci Playground,X122,,,7184301800,Wilkinson and Mayflower Avenues,BRONX,NY,10461,N,,,,,,,,,,,,,,
34031549,8/7/2016 13:22,8/7/2016 13:26,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11105,,,,,,,,ASTORIA,,N/A,Closed,8/21/2016 13:22,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,8/7/2016 13:26,01 QUEENS,QUEENS,,,Astoria Park,QUEENS,Astoria Park,Q004,,,7185205900,"Astoria Park South, 21st Street, Hoyt Avenue, Ditmars Boulevard, East River",ASTORIA,NY,11105,N,,,,,,,,,,,,,,
34041222,8/8/2016 19:20,8/8/2016 20:31,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10021,,,,,,,,NEW YORK,,N/A,Closed,8/22/2016 19:20,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",8/8/2016 20:31,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,Central Park,M010,,,2124080100,"5th Avenue to Central Park West, 59th to 110th Streets",NEW YORK,NY,10021,N,,,,,,,,,,,,,,
34043418,8/9/2016 8:40,8/9/2016 9:49,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11365,,,,,,,,FRESH MEADOWS,,N/A,Closed,8/23/2016 8:40,The reported condition was inspected and a summons has been issued.,8/9/2016 9:49,07 QUEENS,QUEENS,,,Kissena Park,QUEENS,Kissena Park,Q024,,,7185205900,Oak Avenue to Hempstead Turnpike,FRESH MEADOWS,NY,11365,,,,,,,,,,,,,,,
34063706,8/11/2016 13:50,8/11/2016 15:44,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10021,,,,,,,,NEW YORK,,N/A,Closed,8/25/2016 13:50,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",8/11/2016 15:44,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,Central Park,M010,,,2124080100,"5th Avenue to Central Park West, 59th to 110th Streets",NEW YORK,NY,10021,N,,,,,,,,,,,,,,
34079124,8/13/2016 14:02,8/15/2016 14:08,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11223,,,,,,,,BROOKLYN,,N/A,Closed,8/27/2016 14:02,The reported condition was inspected and a summons has been issued.,8/15/2016 14:08,15 BROOKLYN,BROOKLYN,,,Mcdonald Playground - Brooklyn,BROOKLYN,Mcdonald Playground - Brooklyn,B244,,,7189658900,McDonald Avenue between Avenues S and T,BROOKLYN,NY,11223,N,,,,,,,,,,,,,,
34083925,8/14/2016 8:56,8/14/2016 11:24,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10003,,,,,,,,NEW YORK,,N/A,Closed,8/28/2016 8:56,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",8/14/2016 11:24,05 MANHATTAN,MANHATTAN,,,Union Square Park,MANHATTAN,Union Square Park,M089,,,2124080100,"Broadway to 4th Avenue, East 14th to 17th Streets",NEW YORK,NY,10003,,,,,,,,,,,,,,,
